Location,Date,Time,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Potential Syndrome - If disease,Other non disease potential ,Other potential non diseae Symptom,Comments,New Cat
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,2,CC,1,"B, ",B,,Bleaching ,,White patches on some branch tips ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,2,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Montastrea,1,E,1,"B, PD",B,,Bleaching ,,Partly dead and bleached,BL
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Goniastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Platygyra,1,E,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,M ,1,P,P,,Predation,,White spots caused by fish bite marks ,P
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,2,"GA,B",GA,,Bleaching ,,White patches on some branches ,GA
Leleuvia,11/27/2013,,LUSRF4,1,Platygyra,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,E,1,B,B,,Bleaching ,,Colony partly bleached,BL
Leleuvia,11/27/2013,,LUSRF4,1,Montastrea,1,SM,1,B,B,,Bleaching ,,Partly bleached ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Montipora,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,3,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,E,1,B,B,,Bleaching ,,,BL
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Platygyra,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Leptoria,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,M ,1,P,P,,Predation,,White spots/lines caused by fish bite,P
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Goniastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,3,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Leptoria,1,SM,1,"FB, PD",FB,,Focal Bleaching ,,Partly dead with white spots ,FB
Leleuvia,11/27/2013,,LUSRF4,1,Goniastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,3,SM,1,"P, PD",P,,Predation,,Partly dead with fish bite marks ,P
Leleuvia,11/27/2013,,LUSRF4,1,Montastrea,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Goniastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Leptastrea,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,4,CC,1,"B, PD",B,,Bleaching ,,Partly dead with white patches near edges and some branch tips ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Montipora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Favites,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pavona,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,2,M ,1,P,P,,Predation,,Fish bite marks,P
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,2,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,2,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,7,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,2,GA,GA,Growth Anomalies ,,,,GA
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,2,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pavona,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,1,"P, PD",P,,Predation,,Partly dead with fish feeding marks,P
Leleuvia,11/27/2013,,LUSRF4,1,Porites,3,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Goniastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,8,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,2,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,6,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,1,"B,",B,,Bleaching ,,White patches on some branches and tips ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Isopora,1,SM,1,B,B,,Bleaching ,,Whole colony is pale ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Platygyra,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,2,SM,1,"FB, PD",FB,,Focal Bleaching ,,Partly dead with white spots on surface,FB
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,1,B,B,,Bleaching ,,White patches on branch tips and surface,BL
Leleuvia,11/27/2013,,LUSRF4,1,Porites,7,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,M ,1,"P, PD",P,,Predation,,Partly dead with fish bite marks,P
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Goniastrea,1,SM,1,"B, PD",B,,Bleaching ,,"White patches on some branches, partly dead ",BL
Leleuvia,11/27/2013,,LUSRF4,1,Favia,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,1,B,B,,Bleaching ,,Part of the colony is bleached ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,M ,1,"P, PD",P,,Predation,,White line and patches on surface. Potential fish feeding marks,P
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Stylophora,1,B,2,GA,GA,Growth Anomalies ,,,,GA
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,4,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,3,T,1,B,B,,Bleaching ,,Colony partially bleached,BL
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,1,B,B,,Bleaching ,,Colony partially bleached,BL
Leleuvia,11/27/2013,,LUSRF4,1,Montipora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,6,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,1,B,B,,Bleaching ,,Colony partly bleached ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,B,1,"B, PD",B,,Bleaching ,,Partly dead colony with some white patches on some branches,BL
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,1,B,B,,Bleaching ,,Partly bleached,BL
Leleuvia,11/27/2013,,LUSRF4,1,Platygyra,1,SM,1,"B,",B,,Bleaching ,,White patches on surface,BL
Leleuvia,11/27/2013,,LUSRF4,1,Porites,7,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Goniastrea,1,SM,1,"B,E, PD",B,,Bleaching ,Eroded,Partly dead and eroded with white patches on surface,BL
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,1,B,B,,Bleaching ,,Partly bleached colony ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Goniastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,4,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,3,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,B,1,B,B,,Bleaching ,,,BL
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,2,E,1,B,B,,Bleaching ,,,BL
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,1,"FB, PD",FB,,Focal Bleaching ,,Partly dead with white patches,FB
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,2,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Leptoria,1,SM,1,B,B,,Bleaching ,,White patches on surface,BL
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,1,"B,",B,,Bleaching ,,Colony partly bleached,BL
Leleuvia,11/27/2013,,LUSRF4,1,Montipora,1,B,1,B,B,,Bleaching ,,Branch tips are bleached,BL
Leleuvia,11/27/2013,,LUSRF4,1,Porites,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Favites,1,E,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,1,B,B,,Bleaching ,,White tips on branches,BL
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,1,B,B,,Bleaching ,,Partly bleached,BL
Leleuvia,11/27/2013,,LUSRF4,1,Turbinaria ,2,F,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,4,CC,1,B,B,,Bleaching ,,Whole colony is white ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Porites,8,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Turbinaria ,3,F,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,2,SM,1,"P, PD",P,,Predation,,Partly dead colony with fish feeding marks,P
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,2,B,1,B,B,,Bleaching ,,White patches on tips ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,3,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,5,T,1,B,B,,Bleaching ,,Partly bleached ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Coscinaraea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Galaxea,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Goniastrea,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,2,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pavona,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Favites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,4,"E, PD",,,Eroded,,Partly dead with signs of organism burrowing ,IG
Leleuvia,11/27/2013,,LUSRF4,1,Isopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Galaxea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,B,3,,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Platygyra,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,2,"GA, PD",GA,Growth Anomalies ,,,Partly dead colony ,GA
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Montipora,1,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,2,T,1,B,B,,Bleaching ,,Colony looks pale ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,1,B,B,,Bleaching ,,,BL
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,3,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Montipora,1,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,2,GA,GA,Growth Anomalies ,,,,GA
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Montipora,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,M ,1,"FB, PD",FB,,Focal Bleaching ,,Partly dead with white/pale patches ,FB
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,B,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,2,SM,1,"FB, PD",FB,,Focal Bleaching ,,Partly dead with white/pale patches,FB
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,2,GA,GA,Growth Anomalies ,,,,GA
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,1,"FB, PD",FB,,Focal Bleaching ,,Partly dead with white/pale patches,FB
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,2,B,1,"B, ",B,,Bleaching ,,,BL
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,1,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Goniastrea,1,M ,1,"FB, PD",FB,,Focal Bleaching ,,Partly dead with white patches on surface,FB
Leleuvia,11/27/2013,,LUSRF4,1,Platygyra,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,4,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Millepora,2,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Favia,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,2,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,2,"GA, PD",GA,Growth Anomalies ,,,Partly dead colony ,GA
Leleuvia,11/27/2013,,LUSRF4,1,Platygyra,1,M ,1,"B, PD",B,,Bleaching ,,Partly dead with colony loing pale,BL
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,2,SM,2,ESE,Unique,Enlarged Skeletal Elements,,,,Others
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Galaxea,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Montipora,1,E,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Galaxea,1,M ,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,2,CC,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Goniastrea,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Platygyra,1,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,3,M ,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,2,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Montipora,1,B,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,2,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,2,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Favites,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,1,B,B,,Bleaching ,,Some branches are bleached,BL
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,CC,1,B,B,,Bleaching ,,Whole colony is pale ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,8,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,D,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,T,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,E,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Acropora,1,B,1,B,B,,Bleaching ,,Colony partly bleached ,BL
Leleuvia,11/27/2013,,LUSRF4,1,Porites,1,SM,0,,,,,,,H
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,2,CC,1,B,B,,Bleaching ,,White spots on surface,BL
Leleuvia,11/27/2013,,LUSRF4,1,Porites,5,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Pocillopora,1,SM,3,PD,,,,,,PD
Leleuvia,11/27/2013,,LUSRF4,1,Porites,2,E,3,PD,,,,,,PD
