Location,Date,Time,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Potential Syndrome - If disease,Other non disease potential ,Other potential non diseae Symptom,Comments,New Cat
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,1,"WS, PD",White Syndrome,,,Partly dead with white patches advancing from growth end,WS
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,1,"FB, PD",,Focal Bleaching ,,Partly dead with white spots (FB),FB
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,3,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Pavona,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,1,"B, PD",,Bleaching ,,Partly dead with white patches on some branches ,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Montipora,2,E,1,"B, PD",,Bleaching ,,Partly dead with muiltifocal bleaching,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,4,"E, PD",,Eroded,,Partly dead with organism burrowing ,IG
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,1,WS,White Syndrome,,,Potential sign of WS just starting,WS
NanuyaLailai,12/4/2013,,NLSF1,2,Pavona,2,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Cyphastrea,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,5,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Goniastrea,1,M ,1,"B, ",,Bleaching ,,,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,7,SM,1,"WS, P, PD",White Syndrome,Eroded,,Partly dead with WS that look very similar to erosion caused by organism burrowing. Some eroded parts as well,WS
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,1,"B, PD",,Bleaching ,,Partly dead with white patches on branches,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,5,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,1,"B, PD",,Bleaching ,,Partly dead with multifocal bleaching ,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Coscinaraea,1,SM,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,2,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,E,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Montipora,1,SM,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,1,"B, PD",,Bleaching ,,Partly dead with multifocal bleaching ,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Goniastrea,1,SM,4,"E, PD",,Eroded,,Partly dead with organism burrowing,IG
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,4,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,2,B,1,"B, ",,Bleaching ,,Partly dead bleached colony with some white branches,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,3,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,2,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,E,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,T,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,2,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,1,"B, PD",,Bleaching ,,Partly dead with white branches,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,1,B,,Bleaching ,,Some white branches,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,13,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Fungia,1,S,1,"B, ",,Bleaching ,,Signs of multifocal bleaching,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,T,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,E,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Pavona,1,SM,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,T,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,1,"B, ",,Bleaching ,,"Partly bleached, some branches are white",BL
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,D,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,2,M ,1,"B, PD",,Bleaching ,,Partly dead with multifocal bleaching ,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Montipora,1,M ,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Montipora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,1,"UWSD, ",Ulcerative White Spot Disease,,,White spots on surface of some branches,UWS
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,2,B,1,"B, PD",,Bleaching ,,Partly dead and bleached,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Pocillopora,2,CC,1,"B, PD",,Bleaching ,,Partly bleached and dead,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,2,SM,1,"WS, PD",White Syndrome,,,Partly dead with white patches with no sign of organism burrowing ,WS
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,2,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,2,SM,1,"B, PD",,Bleaching ,,Partly dead with multifocal bleaching ,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Pocillopora,1,CC,1,B,,Bleaching ,,Whole colony bleached ,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Coscinaraea,1,M ,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Diploastrea,1,M ,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Pocillopora,1,CC,1,"B, PD",,Bleaching ,,Partly bleached and dead,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,4,E,,Eroded,,Signs of organism burrowing ,IG
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,1,"UWSD, PD",Ulcerative White Spot Disease,,,Partly dead with white spots on surface,UWS
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,4,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,1,"B, PD",,Bleaching ,,Partly dead and bleached ,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,6,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Pavona,3,E,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,4,"E, PD",,Eroded,,Partly dead with signs of organism burrowing ,IG
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,2,GA,Growth Anomalies ,,,,GA
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,T,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,2,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,E,1,"B, PD",,Bleaching ,,Partly dead and bleached,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Pavona,1,F,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,2,B,1,"B, PD",,Bleaching ,,Partly dead and bleached,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Pavona,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,2,E,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,5,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Ctenactis,1,S,1,B,,Bleaching ,,White patches showing multifocal bleaching ,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,1,"UWSD, PD",Ulcerative White Spot Disease,,,Partly dead with white spots,UWS
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acanthastrea,1,M ,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,1,B,,Bleaching ,,White patches caused by multifocal bleaching ,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,2,M ,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,1,E,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,1,"WS, E, PD",White Syndrome,Eroded,,Partly dead with white patches caused by WS and organism burrowing,WS
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,1,"P, PD",,Predation,,Partly dead with white spots caued by fish feeding ,P
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Favites,1,E,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,E,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,SM,1,"WS, PD",White Syndrome,,,Partly dead with white patches caused by WS,WS
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,3,"P, PD",,Predation,,Partly dead with signs of fish feeding ,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,T,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Montipora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Goniastrea,1,M ,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Pocillopora,1,CC,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,T,1,"B, PD",,Bleaching ,,90% dead with some bleaching ,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Millepora,5,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,2,M ,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,2,B,1,"B, PD",,Bleaching ,,Partly dead and bleached,BL
NanuyaLailai,12/4/2013,,NLSF1,2,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,2,Merulina,1,F,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Echinopora,1,F,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Pavona,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,2,Porites,1,M ,2,"PR, PD",Pigmentation Response,,,Partly dead with purple patches ,PR
NanuyaLailai,12/4/2013,,NLSF1,3,Cyphastrea,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Goniastrea,1,SM,4,"E, PD",,Eroded,,Partly dead with worm invasion,IG
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,4,T,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,3,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Favites,1,E,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Goniastrea,3,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Goniastrea,1,E,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Diploastrea,1,E,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Goniastrea,1,M ,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,2,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,SM,1,FB,,Focal Bleaching ,,White spots,FB
NanuyaLailai,12/4/2013,,NLSF1,3,Pavona,1,E,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,B,1,B,,Bleaching ,,Whole colony bleached,BL
NanuyaLailai,12/4/2013,,NLSF1,3,Plerogyra,1,M ,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,M ,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,3,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Cyphastrea,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Goniastrea,1,M ,1,E,,Eroded,,Worm burrowing the colony,IG
NanuyaLailai,12/4/2013,,NLSF1,3,Montipora,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,2,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Cyphastrea,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Astreopora,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,2,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Pavona,1,E,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Cyphastrea,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Millepora,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,M ,1,"WS, PD",White Syndrome,,,Partly dead with white patches on surface caused by WS,WS
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,B,1,"P, PD",,Predation,,Partly dead with white band casued by Drupella,P
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,2,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Cyphastrea,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Goniastrea,1,M ,4,"E, PD",,Eroded,,Partly dead with worm burrowing ,IG
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,T,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Montipora,2,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Millepora,2,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,E,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,3,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,3,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Pocillopora,2,CC,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Millepora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,3,T,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,M ,1,FB,,Focal Bleaching ,,White spots on surface,FB
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,2,M ,4,"E, PD",,Eroded,,Partly dead with signs of organims burrowing ,IG
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,T,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Millepora,3,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Goniopora,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Millepora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Ctenactis,1,S,1,"FB,",,Focal Bleaching ,,White spots on surface,FB
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Mycedium,1,F,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Pocillopora,1,CC,1,B,,Bleaching ,,Whole colony is white ,BL
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,B,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Pavona,1,E,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Goniastrea,1,M ,1,"E, PD",,Eroded,Predation,Worm burrowing and white patches caused by fish feeding ,IG
NanuyaLailai,12/4/2013,,NLSF1,3,Herpolitha,1,S,1,"B, ",,Bleaching ,,White patches and spots caused by multifocal bleaching ,BL
NanuyaLailai,12/4/2013,,NLSF1,3,Millepora,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Leptastrea,1,E,3,PD,,,,Smothered by sediment clogs,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,M ,1,"WS, E, PD",White Syndrome,Eroded,,"Partly dead with white patches/spots caued by WS, some organism burrowing and little sedimnet clogging",WS
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,B,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,2,T,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,SM,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Leptastrea,1,E,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Porites,1,SM,1,"WS, E, PD",White Syndrome,Eroded,,Partly dead with white patches caused by WS and organism burrowing ,WS
NanuyaLailai,12/4/2013,,NLSF1,3,Pocillopora,1,CC,1,B,,Bleaching ,,Colony white,BL
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,D,0,,,,,,H
NanuyaLailai,12/4/2013,,NLSF1,3,Pocillopora,1,CC,1,B,,Bleaching ,,Colony partly white,BL
NanuyaLailai,12/4/2013,,NLSF1,3,Montipora,1,SM,3,PD,,,,,PD
NanuyaLailai,12/4/2013,,NLSF1,3,Acropora,1,T,0,,,,,,H
