Location,Date,Time,SiteName,Transect#,Genus ,NumberperTransect,Growthforms,Signs of abornmality,Types,Syndrome,Causes,Potential Syndrome - If disease,Other non disease potential ,Other potential non diseae Symptom,Comments,New Cat
Leleuvia,9/25/2013,,LUSF2,1,Porites,1,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,1,Porites,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,1,Favites,1,E,1,"B, PD",B,B,,,,Partly dead with white patches,BL
Leleuvia,9/25/2013,,LUSF2,1,Porites,1,E,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,1,Millepora,1,E,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,1,Porites,1,SM,1,"UWSD, PD",UWS,WSO,Ulcerative White Spot Disease,,,Partly dead with white spot,UWS
Leleuvia,9/25/2013,,LUSF2,1,Porites,2,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,1,Polyphyllia,1,S,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Stylophora,1,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Acropora,3,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Acropora,1,T,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Acropora,5,T,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Acropora,2,B,1,"P, PD",P,P,,Predation,,Partly dead with white patches either caused by Drupella/COTS,P
Leleuvia,9/25/2013,,LUSF2,2,Millepora,1,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Millepora,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Pocillopora,1,CC,2,"GA, B",GA,,Growth Anomalies ,Bleaching ,,Bleached colony with GA,GA
Leleuvia,9/25/2013,,LUSF2,2,Porites,1,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Pocillopora,1,CC,3,"GA, PD",,,Growth Anomalies ,,,Partly dead with GA,GA
Leleuvia,9/25/2013,,LUSF2,2,Montipora,1,SM,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Acropora,4,T,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Acropora,1,CC,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Porites,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Stylophora,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,2,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,1,SM,1,"FB, PD",FB,B,,Focal Bleaching ,,Partly dead with FB,FB
Leleuvia,9/25/2013,,LUSF2,2,Acropora,1,T,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Pocillopora,1,CC,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Montipora,2,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Porites,1,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Stylophora,1,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Pocillopora,1,CC,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Porites,1,M ,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Pavona,1,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,1,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,1,M ,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Pocillopora,2,CC,2,PR,PR,,Pigmentation Response,,,Discoloration on some branches,PR
Leleuvia,9/25/2013,,LUSF2,2,Porites,24,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Pocillopora,2,CC,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Pocillopora,2,CC,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Acropora,1,D,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Acropora,1,T,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Acropora,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,1,M ,1,UWSD,UWS,WSO,Ulcerative White Spot Disease,,,White spots on surface,UWS
Leleuvia,9/25/2013,,LUSF2,2,Porites,3,M ,1,P,P,P,,Predation,,White spots causesd by fish grazing marks ,P
Leleuvia,9/25/2013,,LUSF2,2,Stylophora,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,2,M ,1,"P, PD",P,P,,Predation,,Partly dead colony with fish grazing marks,P
Leleuvia,9/25/2013,,LUSF2,2,Porites,6,F,1,"UWSD, PD",UWS,WSO,Ulcerative White Spot Disease,,,Partly dead colony with white spot,UWS
Leleuvia,9/25/2013,,LUSF2,2,Pocillopora,2,CC,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Millepora,2,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Acropora,6,T,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Porites,7,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Platygyra,1,M ,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Stylophora,3,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Porites,3,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Acropora,4,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Porites,5,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,1,F,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,4,M ,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Platygyra,1,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,2,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,1,SM,1,"UWSD, PD",UWS,WSO,Ulcerative White Spot Disease,,,Partly dead colony with white spots,UWS
Leleuvia,9/25/2013,,LUSF2,2,Acropora,3,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,6,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Porites,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Diploastrea,3,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Acropora,10,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Acropora,6,T,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Acropora,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Millepora,2,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Millepora,1,SM,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Pavona,1,SM,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Acropora,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Acropora,1,D,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,2,Acropora,1,D,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,2,Favites,1,E,1,B,B,B,,Bleaching ,,White patches on colony surface,BL
Leleuvia,9/25/2013,,LUSF2,3,Porites,9,SM,1,UWSD,UWS,WSO,Ulcerative White Spot Disease,,,White spots on surface,UWS
Leleuvia,9/25/2013,,LUSF2,3,Millepora,4,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Porites,9,SM,1,"UWSD, PD",UWS,WSO,Ulcerative White Spot Disease,,,Partly dead colony with white spots,UWS
Leleuvia,9/25/2013,,LUSF2,3,Porites,6,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Goniastrea,1,M ,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Porites,12,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,M ,2,PR,PR,,Pigmentation Response,,,Part of colony is pale due to discoloration,PR
Leleuvia,9/25/2013,,LUSF2,3,Porites,5,E,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Goniastrea,1,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Diploastrea,4,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Polyphyllia,1,S,1,FB,FB,B,,Focal Bleaching ,,White patches on surface,FB
Leleuvia,9/25/2013,,LUSF2,3,Porites,3,M ,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Acropora,6,T,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Pocillopora,1,CC,1,B,B,B,,Bleaching ,,Branch tips are white,BL
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,SM,2,"PR, PD",PR,,Pigmentation Response,,,Partly dead with patches of pale caused by discoloration,PR
Leleuvia,9/25/2013,,LUSF2,3,Porites,2,M ,1,"P, ",P,P,,Predation,,,P
Leleuvia,9/25/2013,,LUSF2,3,Porites,5,M ,1,"P, PD",P,P,,Predation,,Partly dead colony with fish grazing marks,P
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,M ,1,FB,FB,B,,Focal Bleaching ,,,FB
Leleuvia,9/25/2013,,LUSF2,3,Coscinaraea,1,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Psammocora,1,E,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Millepora,1,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,M ,1,"P, UWSD, PD",P,P,Ulcerative White Spot Disease,Predation,,Partly dead colony with think white line near dead tissue and white spots on surface,P
Leleuvia,9/25/2013,,LUSF2,3,Porites,35,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Porites,2,E,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Coscinaraea,1,SM,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Goniastrea,1,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,M ,1,FB,FB,B,,Focal Bleaching ,,White spot on surface,FB
Leleuvia,9/25/2013,,LUSF2,3,Galaxea,1,E,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Montipora,1,E,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Porites,3,E,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,SM,1,FB,FB,B,,Focal Bleaching ,,White spots on surface,FB
Leleuvia,9/25/2013,,LUSF2,3,Millepora,2,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Pavona,1,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Goniopora,1,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,M ,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Fungia,2,S,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Porites,4,M ,1,"UWSD, PD",UWS,WSO,Ulcerative White Spot Disease,,,Partly dead colony with white spots,UWS
Leleuvia,9/25/2013,,LUSF2,3,Diploastrea,1,M ,1,"WS, PD",WS,WSO,White Syndrome,,,Partly dead with WS (TypeII),WS
Leleuvia,9/25/2013,,LUSF2,3,Pocillopora,1,CC,2,"GA, PD",GA,,Growth Anomalies ,,,Partly dead with GA,GA
Leleuvia,9/25/2013,,LUSF2,3,Pocillopora,1,SM,1,"B, ",B,B,,Bleaching ,,White patches on branches,BL
Leleuvia,9/25/2013,,LUSF2,3,Acropora,2,T,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Acropora,1,B,1,"B, P",B,B,,Bleaching ,Predation,White patches on branches,BL
Leleuvia,9/25/2013,,LUSF2,3,Fungia,1,S,1,FB,FB,B,,Focal Bleaching ,,White spots on edge and surface,FB
Leleuvia,9/25/2013,,LUSF2,3,Pocillopora,2,SM,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,SM,1,"P, PD",P,P,,Predation,,Partly dead with white spots caused by Drupella feeding,P
Leleuvia,9/25/2013,,LUSF2,3,Herpolitha,1,S,2,PYBD,Unique,,Pacific Yellow Band Disease,,,Yellow patches on surface,Others
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,M ,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Herpolitha,1,S,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Millepora,3,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Pocillopora,2,CC,1,"P, PD",P,P,,Predation,,Partly dead with white patches,P
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,E,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Millepora,3,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Goniastrea,1,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Pavona,1,E,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Acropora,5,T,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Stylophora,1,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Porites,4,M ,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Diploastrea,1,M ,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Pocillopora,1,CC,2,"GA, PD",GA,,Growth Anomalies ,,,Partly dead with GA,GA
Leleuvia,9/25/2013,,LUSF2,3,Pocillopora,1,CC,1,"P, PD",P,P,,Predation,,Partly dead with white patches caused by Drupella feeding,P
Leleuvia,9/25/2013,,LUSF2,3,Coscinaraea,2,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Porites,1,M ,1,FB,FB,B,,Focal Bleaching ,,White spots on surface,FB
Leleuvia,9/25/2013,,LUSF2,3,Porites,2,SM,1,"FB, PD",FB,B,,Focal Bleaching ,,Partly dead colony with white patches,FB
Leleuvia,9/25/2013,,LUSF2,3,Stylophora,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Stylophora,1,B,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Stylophora,1,B,2,GA,GA,,Growth Anomalies ,,,,GA
Leleuvia,9/25/2013,,LUSF2,3,Diploastrea,1,M ,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Acropora,1,B,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Pocillopora,1,CC,0,,,,,,,,H
Leleuvia,9/25/2013,,LUSF2,3,Millepora,1,SM,3,PD,,,,,,,PD
Leleuvia,9/25/2013,,LUSF2,3,Pocillopora,1,CC,1,"B,P, PD",B,B,,Bleaching ,Predation,Partly dead colony with white patches,BL
Leleuvia,9/25/2013,,LUSF2,3,Millepora,2,B,3,PD,,,,,,,PD
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
